i_new,revenu,Unnamed:_2,Freq_Nombre_de_Jours_sans_pluie,nbjour,nbjsp,uc1,revenu,revenu,nbpers,nenf,naa,nana,jardin,Piscine_1__oui,Assainissement_Collectif_1__oui,NonAssaini,maison,retraité_1__oui,proprio_1__oui,id_projet,SNWA,Garden_Weather,UC_Oxford,UC_OCDE,Niveau_vie_Oxford,Niveau_vie_OCDE
84,1309.8294868817072,84,0.782608695652174,161,126,1.0,3,1110,1,0,1,0,0,0,1,0,0,0,0,1,0.0,0.0,1.0,1.0,,
378,2341.7360265890607,378,0.6610169491525424,177,117,2.7,6,1651,4,2,2,0,1,1,1,0,1,0,1,1,0.0,0.6610169491525424,2.7,2.1,,
166,267.8786396781451,166,0.2222222222222222,180,40,1.7,4,426,2,0,1,1,1,0,1,0,0,0,1,1,0.5,0.2222222222222222,1.7,1.5,,
333,1546.0630042147684,333,0.6444444444444445,180,116,4.1,3,1093,6,2,0,4,1,0,0,1,1,0,1,1,1.0,0.6444444444444445,4.1,3.1,,
361,522.9395068772142,361,0.7222222222222222,162,117,1.7,2,3564,2,0,0,2,0,0,1,0,0,1,1,1,1.0,0.0,1.7,1.5,,
75,6077.767437888555,75,0.7944444444444444,180,143,3.6,2,3569,5,1,2,2,1,0,0,1,1,0,1,1,0.5,0.7944444444444444,3.5999999999999996,2.8,,
232,5176.561869061719,232,0.7581699346405228,153,116,2.4,2,3705,3,0,2,1,1,0,1,0,1,0,1,1,0.3333333333333333,0.7581699346405228,2.4,2.0,,
419,3020.290209175093,419,0.5384615384615384,169,91,3.7,7,6149,6,4,2,0,1,0,0,1,1,0,1,1,0.0,0.5384615384615384,3.7,2.7,,
319,622.5991382746109,319,0.7415730337078652,178,132,1.7,3,1106,2,0,0,2,1,0,0,1,1,1,1,1,1.0,0.7415730337078652,1.7,1.5,,
120,1193.9665276967987,120,0.6337209302325582,172,109,2.7,3,1003,4,2,0,2,1,0,1,0,1,0,1,1,1.0,0.6337209302325582,2.7,2.1,,
256,1303.4884614118757,256,0.7777777777777778,189,147,1.7,3,1003,2,0,0,2,1,0,0,1,1,0,1,1,1.0,0.7777777777777778,1.7,1.5,,
272,3375.6333244236325,272,0.4861111111111111,72,35,2.7,2,3705,4,2,1,1,0,0,1,0,1,0,1,1,0.5,0.0,2.7,2.1,,
211,2056.1211304525195,211,0.7752808988764045,178,138,1.7,3,1106,2,0,0,2,1,0,0,1,1,1,1,1,1.0,0.7752808988764045,1.7,1.5,,
325,1348.701083824703,325,0.732484076433121,157,115,2.5,3,1003,4,3,0,1,0,0,1,0,0,0,0,1,1.0,0.0,2.5,1.9,,
209,2504.5138542049754,209,0.8372093023255814,172,144,2.7,3,1093,4,2,1,1,1,0,0,1,1,0,1,1,0.5,0.8372093023255814,2.7,2.1,,
212,2563.034519672984,212,0.8470588235294118,170,144,1.7,3,1106,2,0,0,2,1,0,0,1,1,1,1,1,1.0,0.8470588235294118,1.7,1.5,,
194,5185.238969107986,194,0.29591836734693877,98,29,1.7,1,2058,2,0,0,2,1,0,0,1,1,1,1,1,1.0,0.29591836734693877,1.7,1.5,,
353,4007.4801004475225,353,0.4426229508196721,183,81,2.7,1,2187,4,2,2,0,1,0,0,1,1,0,0,1,0.0,0.4426229508196721,2.7,2.1,,
402,2114.70730099805,402,0.5142857142857142,210,108,2.9,1,2187,4,1,1,2,1,0,0,1,1,0,0,1,0.6666666666666666,0.5142857142857142,2.9,2.3,,
37,590.5740031092979,37,0.7019230769230769,208,146,3.7,3,1093,6,4,0,2,1,0,1,0,1,0,0,1,1.0,0.7019230769230769,3.7,2.7,,
140,984.4184217604197,140,0.5757575757575758,66,38,1.7,1,2058,2,0,0,2,1,0,0,1,1,1,1,1,1.0,0.5757575757575758,1.7,1.5,,
335,1249.548988358813,335,0.7374301675977654,179,132,2.9,3,1093,4,1,2,1,1,0,1,0,1,0,1,1,0.3333333333333333,0.7374301675977654,2.9,2.3,,
362,1592.3125568513055,362,0.46524064171123,187,87,1.7,2,3564,2,0,0,2,0,0,1,0,0,1,1,1,1.0,0.0,1.7,1.5,,
279,1132.054562274336,279,0.7569444444444444,144,109,1.7,1,2187,2,0,2,0,1,0,0,1,1,0,1,1,0.0,0.7569444444444444,1.7,1.5,,
384,4387.003759380541,384,0.6053811659192825,223,135,2.7,2,3564,4,2,0,2,1,0,0,1,1,1,1,1,1.0,0.6053811659192825,2.7,2.1,,
60,835.7568920735862,60,0.7747252747252747,182,141,2.9,4,560,4,1,1,2,0,0,1,0,0,1,0,1,0.6666666666666666,0.0,2.9,2.3,,
112,1766.5881320538679,112,0.6805555555555556,144,98,1.0,3,1106,1,0,0,1,1,0,1,0,1,1,0,1,1.0,0.6805555555555556,1.0,1.0,,
254,1090.3486418577506,254,0.7484276729559748,159,119,2.0,3,1003,3,2,0,1,1,0,0,1,1,0,0,1,1.0,0.7484276729559748,2.0,1.6,,
354,1217.9087389444958,354,0.52,175,91,2.7,1,2187,4,2,2,0,1,0,0,1,1,0,0,1,0.0,0.52,2.7,2.1,,
7,6463.649119675464,7,1.1415094339622642,106,89,1.7,7,7374,2,0,1,1,1,0,0,1,1,0,0,1,0.5,1.1415094339622642,1.7,1.5,,
447,2337.762065321784,447,0.9230769230769231,182,168,1.7,6,4603,2,0,2,0,1,1,0,1,1,0,1,1,0.0,0.9230769230769231,1.7,1.5,,
317,10740.477645122875,317,0.8011049723756906,181,145,1.7,2,3705,2,0,1,1,1,0,0,1,1,0,0,1,0.5,0.8011049723756906,1.7,1.5,,
159,2369.8555555078565,159,0.8045977011494253,174,140,1.0,1,2058,1,0,0,1,1,0,1,0,1,1,1,1,1.0,0.8045977011494253,1.0,1.0,,
151,335.39573944459954,151,0.7936507936507936,189,150,2.2,4,426,3,1,0,2,0,0,1,0,1,0,0,1,1.0,0.0,2.2,1.8,,
178,928.8497972157079,178,0.7471264367816092,174,130,3.8,4,426,5,0,1,4,0,0,1,0,1,0,1,1,0.8,0.0,3.8,3.0,,
185,208.85698689391876,185,0.15027322404371585,366,55,1.0,4,564,1,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,1.0,,
11,1468.3470457922035,11,0.5108695652173914,92,47,3.1,1,2058,4,0,2,2,1,0,0,1,1,1,1,1,0.5,0.5108695652173914,3.0999999999999996,2.5,,
